3.035315036773681641e+00,7.064299637983849323e+01
3.067561864852905273e+00,7.064299637983849323e+01
3.099573612213134766e+00,7.063227513227514009e+01
3.151197671890258789e+00,7.081008075744918528e+01
3.185021877288818359e+00,7.081008075744918528e+01
3.238983869552612305e+00,7.047479810637706521e+01
3.266007661819458008e+00,7.047479810637706521e+01
3.291603565216064453e+00,7.037691450849347063e+01
3.316521406173706055e+00,7.037691450849347063e+01
3.344721317291259766e+00,7.053912559175716979e+01
3.366643905639648438e+00,7.053912559175716979e+01
3.418880462646484375e+00,7.073377889167363719e+01
3.450733423233032227e+00,7.073377889167363719e+01
3.494606018066406250e+00,7.097020328599275274e+01
3.516156435012817383e+00,7.097020328599275274e+01
3.558036327362060547e+00,7.087050960735172112e+01
3.582761287689208984e+00,7.087050960735172112e+01
3.640905141830444336e+00,7.077151211361737637e+01
3.665859460830688477e+00,7.077151211361737637e+01
3.689255714416503906e+00,7.103091060985798322e+01
3.716620445251464844e+00,7.103091060985798322e+01
3.741848230361938477e+00,7.116485658590922014e+01
3.766478776931762695e+00,7.116485658590922014e+01
3.835967779159545898e+00,7.080478975215817172e+01
3.865976572036743164e+00,7.080478975215817172e+01
3.881738185882568359e+00,7.121957671957670755e+01
3.899484872817993164e+00,7.121957671957670755e+01
3.974585294723510742e+00,7.106989696463379858e+01
4.000309944152832031e+00,7.106989696463379858e+01
4.028186798095703125e+00,7.140573656363129373e+01
4.049315929412841797e+00,7.140573656363129373e+01
4.081614971160888672e+00,7.089417989417989929e+01
4.097824573516845703e+00,7.089417989417989929e+01
4.145459175109863281e+00,7.095474798106377534e+01
4.166545867919921875e+00,7.095474798106377534e+01
4.221868515014648438e+00,7.125299359509885733e+01
4.249030590057373047e+00,7.125299359509885733e+01
4.278491020202636719e+00,7.120272904483431375e+01
4.299013614654541016e+00,7.120272904483431375e+01
4.379878044128417969e+00,7.117850181008076049e+01
4.402310132980346680e+00,7.117850181008076049e+01
4.433364629745483398e+00,7.139417989417989929e+01
4.465879678726196289e+00,7.139417989417989929e+01
4.507091999053955078e+00,7.097187412976886378e+01
4.533703088760375977e+00,7.097187412976886378e+01
4.549436807632446289e+00,7.093177387914229826e+01
4.564873456954956055e+00,7.093177387914229826e+01
4.606209039688110352e+00,7.068351434140907941e+01
4.632361650466918945e+00,7.068351434140907941e+01
4.689100027084350586e+00,7.100556947925367979e+01
4.715628147125244141e+00,7.100556947925367979e+01
4.753091573715209961e+00,7.096908939014201678e+01
4.830003023147583008e+00,7.125174046226676694e+01
4.849235773086547852e+00,7.125174046226676694e+01
4.883456945419311523e+00,7.050013923698134022e+01
4.915289640426635742e+00,7.050013923698134022e+01
4.961510181427001953e+00,7.052631578947368496e+01
4.983701944351196289e+00,7.052631578947368496e+01
5.022196292877197266e+00,7.035978835978836798e+01
5.047431230545043945e+00,7.035978835978836798e+01
5.076863050460815430e+00,7.057671957671956875e+01
5.097867965698242188e+00,7.057671957671956875e+01
5.142326354980468750e+00,7.047869674185464817e+01
5.233275413513183594e+00,7.053174603174602453e+01
5.264170646667480469e+00,7.053174603174602453e+01
5.294045925140380859e+00,7.061709830130882892e+01
5.314995527267456055e+00,7.061709830130882892e+01
5.353632211685180664e+00,7.047187412976887799e+01
5.381028413772583008e+00,7.047187412976887799e+01
5.417916774749755859e+00,7.011779448621554423e+01
5.448802709579467773e+00,7.011779448621554423e+01
5.485845327377319336e+00,7.015664160401003357e+01
5.514705181121826172e+00,7.015664160401003357e+01
5.560258626937866211e+00,7.069771651350599484e+01
5.625415086746215820e+00,6.999345586187691026e+01
5.664347171783447266e+00,6.999345586187691026e+01
5.697258710861206055e+00,7.060470620996936475e+01
5.714375019073486328e+00,7.060470620996936475e+01
5.747443199157714844e+00,7.046922862712337121e+01
5.763924598693847656e+00,7.046922862712337121e+01
5.811639547348022461e+00,7.029699248120300581e+01
5.830442667007446289e+00,7.029699248120300581e+01
5.890347003936767578e+00,7.003926482873851000e+01
5.930673599243164062e+00,7.003926482873851000e+01
5.970425128936767578e+00,7.051712614870510265e+01
